Record_Number,Amount_Requested,Interest_Rate_Percentage,Loan_Length_in_Months,Loan_Purpose,Monthly_PAYMENT,Total_Amount_Funded,Debt_To_Income_Ratio_Percentage,FICO,Status
1472,14000,18.62,60,3,360.25,14000,18.41,697,0
1473,10000,16,36,1,351.58,10000,21.01,662,0
1474,20000,15.58,60,1,328.31,13625,17.54,712,0
1475,25000,20.5,60,10,669.33,25000,7.71,687,1
1476,12250,15.33,60,1,293.56,12250,22.89,682,0
1477,21000,17.27,60,2,524.96,21000,24.28,697,1
1478,20000,11.36,36,14,658.23,20000,16.69,722,0
1479,9800,13.79,36,1,333.94,9800,23.92,682,0
1480,9000,11.71,36,1,297.69,9000,19.22,687,0
1481,3000,10.62,36,14,97.68,3000,8.91,692,0
1482,23975,22.35,60,2,666.95,23975,22.8,672,1
1483,15000,9.63,36,1,481.42,15000,24.5,787,1
1484,21725,12.99,60,4,494.2,21725,14.67,762,1
1485,23500,14.26,36,1,806.19,23500,24.88,702,1
1486,10000,7.14,36,2,309.42,10000,8.2,782,1
1487,5000,15.37,36,4,174.24,5000,8.91,672,1
1488,13000,10.36,60,1,211.04,9850,23.46,732,0
1489,3000,13.11,36,14,101.25,3000,21.56,672,0
1490,20000,13.92,36,1,682.74,20000,24.94,692,1
1491,5000,12.12,60,14,111.53,5000,15.96,757,0
1492,10000,8.94,36,1,317.72,10000,5.6,737,0
1493,25000,13.11,60,1,376.93,16525,23.72,722,0
1494,14000,7.66,36,1,436.52,14000,12.19,727,1
1495,10000,15.99,60,1,243.13,10000,24.39,697,0
1496,5000,13.79,36,4,170.38,5000,24.07,687,0
1497,25000,11.86,60,1,377.51,17025,3.09,752,0
1498,4000,5.42,36,5,120.64,4000,11.63,752,0
1499,6000,7.9,36,1,187.75,6000,16.58,712,1
1500,4000,7.14,36,6,123.77,4000,0.68,812,1
1501,15000,16.35,36,14,529.94,15000,19.33,672,0
1502,12000,13.06,60,3,273.41,12000,17.55,732,1
1503,10000,13.48,36,1,339.25,10000,18.26,682,0
1504,27600,20.5,60,1,738.94,27600,24.98,772,1
1505,5000,6.76,36,1,153.85,5000,11.33,807,1
1506,25000,11.58,36,7,825.34,25000,5.88,752,0
1507,5000,12.23,36,2,166.63,5000,16.27,682,0
1508,1200,13.99,36,5,41.01,1200,7.74,687,0
1509,15000,15.58,36,1,524.26,15000,4.58,687,0
1510,8500,11.14,36,2,278.83,8500,9.81,727,1
1511,8475,15.27,36,1,294.92,8475,24.02,672,0
1512,2800,15.31,36,6,97.49,2800,6.8,667,1
1513,9600,11.26,36,1,315.49,9600,18.31,722,1
1514,20000,19.22,36,1,735.35,20000,18.4,672,0
1515,4375,10.74,36,1,142.7,4375,9.98,702,1
1516,35000,12.12,60,4,780.68,35000,8.08,762,0
1517,4000,14.65,36,1,137.98,4000,23.59,672,1
1518,4000,13.22,36,1,135.21,4000,14.13,677,1
1519,12000,11.36,36,1,394.94,12000,17,707,0
1520,3250,7.75,36,1,101.47,3250,2.73,742,0
1521,2100,9.91,36,1,67.68,2100,19.63,697,0
1522,8500,12.53,36,1,284.47,8500,9.27,687,0
1523,15250,11.14,36,1,500.26,15250,8.69,752,1
1524,22250,20.48,60,3,595.45,22250,20.66,667,0
1525,10000,11.49,36,3,329.72,10000,13.46,727,0
1526,10000,14.27,36,1,343.09,10000,15.58,672,1
1527,20000,12.29,36,14,667.06,20000,13.5,692,0
1528,20000,16.7,36,1,710.03,20000,20.94,672,1
1529,14000,13.49,36,2,475.03,14000,11.64,697,1
1530,6400,15.96,36,2,224.88,6400,17.43,677,1
1531,2000,8.59,36,6,63.23,2000,8.7,747,0
1532,19750,21.21,36,1,746.24,19750,19.87,662,0
1533,9600,15.96,36,2,337.32,9600,13.89,667,0
1534,2000,11.49,36,14,65.95,2000,4.1,687,0
1535,3600,16.02,36,14,126.61,3600,2.87,667,0
1536,13000,18.25,36,2,471.62,13000,7.05,662,0
1537,5000,12.12,36,5,166.36,5000,24.6,692,0
1538,11000,7.29,36,2,341.11,11000,11.5,722,1
1539,6500,15.65,36,10,227.41,6500,13.16,662,0
1540,22800,13.49,36,3,773.62,22800,18.58,697,0
1541,16500,11.71,36,6,545.76,16500,23.44,707,1
1542,2400,13.98,36,1,82.01,2400,13.35,687,1
1543,10000,12.68,60,2,225.9,10000,25.79,727,1
1544,17750,20.3,60,1,473.24,17750,13.73,667,0
1545,12000,9.62,60,3,252.73,12000,14.12,732,0
1546,1000,13.16,36,14,33.78,1000,19.63,672,1
1547,26000,10.99,60,5,377.69,17375,7.57,772,1
1548,18225,12.69,60,1,411.79,18225,17.19,737,0
1549,18500,12.18,36,1,616.05,18500,2.38,722,1
1550,20000,11.26,36,3,200.47,6100,15.02,762,0
1551,5000,9.63,36,14,160.48,5000,16.17,732,1
1552,1800,10.2,36,5,58.26,1800,11.09,707,1
1553,2500,7.74,36,14,78.05,2500,0.78,757,1
1554,16000,11.89,36,4,530.63,16000,5.23,742,1
1555,5500,11.89,36,10,182.41,5500,14.67,722,1
1556,15000,11.03,36,1,491.3,15000,9.52,702,0
1557,8000,13.48,36,1,271.4,8000,9.76,692,0
1558,25000,11.49,60,6,549.69,25000,6.04,797,1
1559,6400,10.99,36,7,209.5,6400,20.8,712,1
1560,10000,7.51,36,1,311.1,10000,10.8,787,0
1561,5000,19.16,36,3,183.69,5000,22.59,662,0
1562,2400,6.92,36,1,74.02,2400,22.3,757,0
1563,3000,10.95,36,4,98.15,3000,7.4,722,0
1564,24000,17.19,36,1,857.94,24000,11.84,677,0
1565,5000,6.91,36,1,154.18,5000,24.84,717,1
1566,20000,17.04,36,3,713.49,20000,12.65,702,1
1567,2200,13.48,36,1,74.64,2200,5.04,697,0
1568,8500,13.22,36,4,287.31,8500,13.67,682,0
1569,4000,11.36,36,4,131.65,4000,10.53,717,0
1570,21000,12.18,36,14,699.3,21000,4.84,802,0
1571,7500,13.49,36,2,254.48,7500,9.58,662,0
1572,10000,14.65,36,14,344.95,10000,5.91,692,1
1573,14000,14.84,36,1,484.22,14000,13.18,677,1
1574,5000,11.71,36,1,165.38,5000,19.15,677,0
1575,7000,8.94,36,14,222.41,7000,12.17,757,0
1576,5000,14.79,36,1,172.82,5000,17.2,672,1
1577,16500,18.25,60,1,421.24,16500,17.64,682,0
1578,3300,11.97,36,2,109.56,3300,17.4,672,0
1579,8000,12.04,36,1,265.87,8000,16.06,677,1
1580,14400,13.98,60,1,212.23,9125,22.57,717,1
1581,10000,10.59,36,7,325.45,10000,14.75,727,0
1582,2000,6.99,36,14,61.75,2000,9.99,727,0
1583,3500,13.49,36,14,118.76,3500,21.48,677,1
1584,6250,14.96,36,1,216.54,6250,20.69,662,0
1585,24000,6.62,36,1,736.89,24000,4.06,782,1
1586,15500,10.65,60,1,334.31,15500,8.92,767,1
1587,5600,14.22,36,7,192,5600,24.82,702,0
1588,35000,18.79,60,1,552.02,21375,20.65,702,0
1589,5600,14.91,36,1,193.88,5600,12.85,662,0
1590,6000,11.48,36,2,197.82,6000,18.2,707,1
1591,20000,17.93,36,5,722.35,20000,3.91,662,1
1592,12000,9.32,36,2,383.37,12000,2.34,797,0
1593,2800,13.35,36,11,94.82,2800,15.04,672,0
1594,8000,18.25,36,1,290.23,8000,6.72,672,1
1595,10000,10.75,36,1,326.21,10000,21.12,717,1
1596,35000,17.27,60,1,578.71,23150,7.94,727,1
1597,8275,8.07,36,14,259.58,8275,9.89,772,1
1598,14400,10.62,36,3,468.86,14400,6.26,727,1
1599,8000,13.17,36,2,251.64,7450,10.81,667,1
1600,20000,17.04,36,3,713.49,20000,12.5,702,0
1601,5000,12.42,36,1,167.08,5000,23.84,697,0
1602,7500,11.03,36,2,245.65,7500,21.91,717,1
1603,5000,18.21,36,1,181.3,5000,11.39,662,0
1604,17000,11.86,36,1,423.46,12775,15.77,717,1
1605,6600,13.06,36,1,222.58,6600,22.08,677,0
1606,5975,11.49,36,1,197.01,5975,7.69,692,1
1607,9600,9.07,36,13,305.6,9600,3.67,807,1
1608,10000,8.32,36,14,134.6,4275,1.77,757,1
1609,15000,12.84,36,1,504.27,15000,12.46,722,1
1610,7000,6.03,36,13,213.05,7000,13.99,782,0
1611,25000,11.26,36,5,821.59,25000,7,772,0
1612,15250,14.42,36,1,524.34,15250,20.64,712,0
1613,4800,15.28,60,14,114.9,4800,23.61,687,0
1614,24000,20.03,36,1,892.3,24000,20.71,662,0
1615,9000,10.91,36,2,294.27,9000,17.17,677,1
1616,10000,11.11,36,14,327.91,10000,22.8,702,0
1617,3000,10.71,36,1,97.81,3000,10.93,687,1
1618,16000,15.25,36,1,556.61,16000,11.48,662,0
1619,16000,6.17,60,5,215.96,11125,10.92,787,1
1620,24250,11.49,60,1,533.2,24250,14.37,757,0
1621,18000,12.68,60,1,406.62,18000,20.2,747,0
1622,10000,11.86,60,1,221.74,10000,10.9,712,0
1623,10000,10.38,36,3,324.46,10000,3.5,762,0
1624,6250,12.42,60,3,140.36,6250,17.4,707,0
1625,4000,13.98,36,1,136.68,4000,17.49,672,1
1626,24000,17.43,60,4,417.03,16625,5.25,702,1
1627,9600,9.91,60,1,203.55,9600,21.69,742,0
1628,6500,9.38,36,3,207.85,6500,9.22,747,1
1629,5000,12.18,36,14,166.5,5000,22.45,702,0
1630,15000,20.48,60,1,401.43,15000,1.23,692,0
1631,20000,11.12,36,1,655.92,20000,13.9,727,0
1632,16000,16.02,60,2,389.26,16000,11.1,707,1
1633,2000,5.42,36,11,60.32,2000,17.12,747,0
1634,5000,14.27,36,9,171.55,5000,8.81,677,0
1635,12000,11.49,36,2,395.66,12000,11.18,707,1
1636,6400,9.32,36,1,204.46,6400,24,737,1
1637,7375,9.76,60,1,155.83,7375,27.42,737,0
1638,12000,10.99,36,1,392.81,12000,6.67,687,0
1639,4500,11.71,36,1,148.85,4500,15.87,677,0
1640,7000,15.62,36,10,244.79,7000,21.64,662,1
1641,5000,11.12,36,4,163.98,5000,19.37,702,0
1642,5000,16.29,36,2,176.51,5000,27.41,662,0
1643,6500,7.74,36,2,202.93,6500,16.39,752,1
1644,16000,9.45,36,5,272.09,8500,3.12,762,1
1645,24000,12.73,60,14,340.36,15050,10.26,727,1
1646,4800,13.11,36,14,161.99,4800,1.5,692,1
1647,2500,13.49,36,1,84.83,2500,12.39,677,1
1648,4000,15.21,60,11,95.61,4000,21.16,707,0
1649,5000,11.28,36,7,139.71,4250,4.65,682,0
1650,8800,10.59,36,1,286.4,8800,6.16,762,1
1651,8000,14.18,36,1,274.13,8000,20.71,662,1
1652,1000,14.27,36,10,34.31,1000,12.26,677,1
1653,1000,15.81,36,14,35.07,1000,18.34,667,1
1654,8725,9.32,36,3,278.74,8725,16.59,757,0
1655,10000,7.66,36,1,311.8,10000,15.28,717,1
1656,24875,22.45,60,1,693.4,24875,13.31,682,0
1657,6000,14.61,36,3,206.86,6000,12.76,767,0
1658,16000,7.9,36,1,500.65,16000,8.85,757,1
1659,10000,10.62,36,14,325.6,10000,17.97,742,0
1660,4000,10.51,36,14,130.03,4000,5.07,712,0
1661,16000,12.61,60,14,360.87,16000,19.7,717,0
1662,20500,11.03,36,1,671.44,20500,15.72,722,0
1663,5500,13.43,60,11,126.36,5500,9.92,697,0
1664,5000,6.03,36,14,152.18,5000,23.12,767,1
1665,6000,6.76,36,11,184.62,6000,8.22,797,1
1666,6000,13.23,60,1,137.23,6000,15.09,717,1
1667,2200,9.63,36,14,70.61,2200,21.77,722,1
1668,14900,9.63,36,1,478.21,14900,17.54,767,1
1669,3600,6.62,36,1,110.54,3600,10.11,747,1
1670,4000,12.73,36,3,134.27,4000,11.68,722,0
1671,24000,19.91,60,1,634.66,24000,8.38,712,1
1672,6000,7.29,60,1,119.63,6000,11.4,802,1
1673,3000,13.61,36,1,101.97,3000,11.94,687,0
1674,8500,13.35,36,2,287.84,8500,14.97,702,1
1675,5600,9.99,36,2,180.67,5600,17.71,702,1
1676,8000,15.33,36,7,278.63,8000,8.47,662,1
1677,24000,15.96,36,5,843.3,24000,9.17,717,0
1678,6000,14.65,36,1,206.97,6000,11.89,672,1
1679,15000,20.99,36,1,565.05,15000,27.02,662,0
1680,1000,14.74,36,3,34.54,1000,1.2,667,1
1681,23000,12.18,36,2,765.9,23000,8.58,742,0
1682,6000,14.74,36,1,207.23,6000,15.02,667,1
1683,24000,16.08,36,12,492.76,14000,20.39,677,0
1684,17000,17.14,60,1,423.78,17000,22.87,692,0
1685,25000,16.02,60,4,579.03,23800,11.68,727,1
1686,3000,10.08,36,12,96.92,3000,6.9,697,0
1687,10000,14.09,36,5,342.22,10000,17.74,667,0
1688,23975,12.53,36,4,802.36,23975,12.46,757,0
1689,10000,8.59,36,2,316.11,10000,15.38,757,1
1690,16000,17.15,36,1,571.64,16000,19.13,667,0
1691,5800,6.62,36,7,178.09,5800,20.81,742,0
1692,25000,18.09,36,2,904.88,25000,19.75,677,0
1693,10000,13.99,36,11,341.73,10000,9.57,672,1
1694,11000,15.68,36,5,385.02,11000,14.97,662,0
1695,8000,13.92,36,4,273.1,8000,5.99,682,1
1696,2000,8.9,36,14,63.51,2000,3.1,742,1
1697,16000,13.11,36,1,539.92,16000,22.97,702,0
1698,16750,20.11,36,3,623.4,16750,21.34,662,0
1699,10800,12.09,36,1,359.18,10800,5.53,697,0
1700,7800,9.99,36,1,251.65,7800,11.06,697,1
1701,25000,13.67,60,1,577.44,25000,9.73,727,1
1702,10000,5.99,36,4,304.18,10000,15.63,742,1
1703,15000,11.34,36,3,493.5,15000,2.32,697,1
1704,15200,12.21,36,14,263.19,7900,7.25,737,1
1705,10000,9.99,36,2,322.63,10000,10.85,727,1
1706,21000,11.97,36,2,697.2,21000,7.99,697,1
1707,10800,11.99,36,5,358.67,10800,0,697,1
1708,11200,19.29,60,3,292.33,11200,3.34,682,0
1709,10000,10.25,36,1,323.85,10000,24.39,717,1
1710,5000,10.59,36,1,162.73,5000,13.98,707,1
1711,11000,12.53,36,14,368.13,11000,1.62,692,1
1712,7000,8.9,36,1,222.28,7000,23.58,702,0
1713,12000,15.99,36,1,421.83,12000,21.14,672,1
1714,7350,6.62,36,8,225.68,7350,22.47,737,0
1715,22000,11.48,36,6,725.31,22000,0.56,802,0
1716,18000,16.49,60,2,275.91,11225,16.1,702,0
1717,8875,10.65,36,1,289.09,8875,11.31,702,0
1718,9000,14.22,36,5,308.56,9000,17.3,677,1
1719,1500,11.11,36,1,49.19,1500,5.69,727,1
1720,12000,13.11,36,2,404.94,12000,6.07,747,1
1721,25000,18.79,60,3,473.25,18325,12.56,702,1
1722,16000,9.63,36,7,513.51,16000,5.92,782,1
1723,24250,16.7,36,1,860.91,24250,17.14,682,1
1724,10000,5.42,36,1,301.6,10000,12.59,782,1
1725,8875,7.9,36,1,277.71,8875,19.43,732,0
1726,6000,17.27,36,14,214.73,6000,1.75,672,1
1727,6000,13.49,36,14,203.59,6000,10.4,692,0
1728,9000,14.33,36,1,309.05,9000,16.29,687,1
1729,6000,11.99,60,3,133.44,6000,16.27,742,0
1730,4800,6.03,36,4,146.1,4800,5.52,772,1
1731,8900,6.17,36,1,189.86,6225,4.47,742,1
1732,7500,14.42,36,1,257.87,7500,15.92,682,0
1733,9000,13.23,36,1,304.25,9000,17.54,697,1
1734,25000,15.65,60,10,603.32,25000,14.78,737,0
1735,15000,16.63,36,1,532.05,15000,11.15,667,0
1736,12375,10.37,36,1,401.46,12375,24.58,697,0
1737,14000,7.51,36,2,435.56,14000,22.67,757,1
1738,33600,17.27,60,1,839.94,33600,15.08,732,0
1739,8000,14.91,36,4,276.98,8000,16.53,662,0
1740,14000,13.85,36,3,477.46,14000,9.61,682,0
1741,12000,12.73,36,1,402.8,12000,20.32,692,0
1742,25000,14.46,36,2,860.04,25000,9.16,707,0
1743,5500,11.71,36,6,181.92,5500,18.27,697,0
1744,9000,12.61,36,1,301.56,9000,14.68,687,0
1745,5225,14.84,36,5,180.72,5225,5.27,692,0
1746,7000,14.91,36,2,242.35,7000,20.35,672,0
1747,2500,12.12,36,6,83.18,2500,4.64,697,1
1748,18000,21.48,60,1,491.84,18000,20.91,667,0
1749,1600,12.84,36,5,53.79,1600,2.46,682,1
1750,5000,17.27,36,5,178.94,5000,14.2,667,0
1751,3600,20.25,60,1,95.88,3600,16.12,682,1
1752,15000,17.58,36,3,539.13,15000,9.18,692,1
1753,8500,15.21,60,14,203.16,8500,20.9,687,1
1754,13000,12.12,36,1,432.54,13000,21.86,687,1
1755,4500,14.84,36,6,155.65,4500,12.44,662,1
1756,17950,7.49,36,7,408.21,13125,10.9,752,1
1757,1200,7.29,36,8,37.22,1200,25.5,732,0
1758,10000,9.64,36,1,320.99,10000,8.17,712,1
1759,15000,10,36,2,484.01,15000,7.04,747,0
1760,7500,15.99,36,1,263.65,7500,21.74,667,1
1761,20000,10.99,36,1,654.68,20000,7.26,742,1
1762,10500,15.31,36,2,365.59,10500,17.08,677,1
1763,25000,13.79,36,5,851.89,25000,4.45,717,0
1764,7000,14.93,36,5,242.42,7000,11.77,662,1
1765,9600,14.91,60,1,227.94,9600,20.18,697,0
1766,10000,13.79,36,8,340.76,10000,15.49,677,0
1767,23500,6.91,36,3,440.96,14300,19.78,742,0
1768,10000,12.42,36,1,334.16,10000,6.39,682,1
1769,26500,16.77,60,1,655.33,26500,18.59,722,0
1770,4000,13.8,60,7,92.66,4000,10.78,692,0
1771,6600,10.33,36,14,180.76,5575,13.88,752,1
1772,25000,20.03,60,4,662.77,25000,23.01,672,0
1773,5650,7.66,36,1,176.17,5650,16.49,702,1
1774,10000,11.34,36,12,329,10000,5.11,692,0
1775,9600,15.37,36,1,334.53,9600,17.04,667,1
1776,5000,16.29,36,14,176.51,5000,3.61,667,0
1777,20000,7.88,36,5,625.63,20000,5.68,777,1
1778,4000,6.39,36,2,122.4,4000,4.69,792,0
1779,12650,11.34,36,1,416.19,12650,21.96,717,1
1780,10000,11.36,36,1,329.12,10000,11.19,732,0
1781,12000,17.77,36,2,432.45,12000,14.65,672,0
1782,7000,14.96,36,4,242.53,7000,8.59,672,0
1783,12000,12.87,36,1,403.6,12000,22.47,697,0
1784,1000,13.49,36,4,33.94,1000,4.49,672,0
1785,15000,16,36,3,527.36,15000,7.92,702,0
1786,11000,10.37,36,2,356.86,11000,21.11,702,0
1787,8000,5.42,36,1,241.28,8000,7.66,772,1
1788,12850,22.74,60,14,360.34,12850,1.36,677,0
1789,7500,9.76,36,1,241.16,7500,6.74,717,0
1790,12800,13.67,36,1,435.43,12800,5.65,742,1
1791,9000,15.99,60,14,218.82,9000,13.14,692,0
1792,24000,13.85,36,1,818.5,24000,20.44,712,1
1793,20000,13.49,60,2,460.1,20000,20.62,722,0
1794,24250,16,36,14,852.57,24250,3.25,682,0
1795,26400,20.99,60,2,714.07,26400,20.66,692,0
1796,7500,11.78,36,5,248.32,7500,17.72,692,1
1797,5000,11.97,36,14,166,5000,20.68,692,1
1798,6000,12.42,36,1,200.5,6000,23.1,677,1
1799,6475,6.99,36,1,199.9,6475,5.77,757,0
1800,13000,11.86,60,1,288.26,13000,11.89,717,1
1801,8000,11.11,36,1,262.33,8000,22.83,692,0
1802,16250,12.42,36,2,543,16250,15.94,722,0
1803,1500,9.32,36,14,47.93,1500,18.2,722,1
1804,5000,15.31,36,14,174.09,5000,11.72,672,0
1805,35000,14.91,60,5,831,35000,12.1,752,0
1806,3000,12.12,36,2,99.82,3000,14.31,682,0
1807,23100,14.74,36,2,797.8,23100,17.45,697,0
1808,3500,11.91,36,12,116.1,3500,2.47,677,1
1809,12000,11.36,36,1,394.94,12000,5.56,722,1
1810,20000,13.48,36,2,678.52,20000,12.89,702,0
1811,7000,15.38,36,2,243.97,7000,23.54,667,1
1812,20000,6.17,36,1,372.09,12200,8.42,777,1
1813,10000,18.49,60,14,256.61,10000,18.42,697,0
1814,25000,14.79,60,1,403.75,17050,20.62,747,0
1815,20000,12.53,36,14,669.33,20000,3.65,782,1
1816,6000,8.94,36,2,190.63,6000,2.96,722,1
1817,9000,7.88,36,2,281.53,9000,9.18,767,1
1818,12000,7.88,36,1,375.38,12000,7.34,762,0
1819,3200,16.82,60,1,79.22,3200,16.62,662,0
1820,7000,13.61,36,1,237.92,7000,16.48,682,1
1821,10000,13.98,60,14,158.16,6800,16.09,707,0
1822,15000,18.54,60,1,385.33,15000,14.54,672,0
1823,8500,13.92,36,1,290.17,8500,16.05,697,0
1824,20000,16.29,60,1,489.45,20000,21.74,712,0
1825,7000,13.67,36,1,238.13,7000,10,707,1
1826,3500,12.53,36,1,117.14,3500,23.12,692,1
1827,24000,12.92,36,1,807.74,24000,15.08,697,0
1828,5400,7.66,36,6,168.38,5400,12.73,727,1
1829,7000,10.59,36,1,227.82,7000,8.5,682,1
1830,9100,21.48,60,1,248.65,9100,19.95,672,0
1831,9000,11.49,36,7,296.75,9000,13.4,682,0
1832,7050,12.23,60,2,157.65,7050,17.4,727,0
1833,5000,6.03,36,14,152.18,5000,1.8,802,1
1834,3500,7.66,60,6,70.4,3500,2.55,767,1
1835,13200,6.17,36,1,402.59,13200,5.91,792,1
1836,30000,18.25,60,1,765.89,30000,10.03,697,1
1837,6000,7.74,36,12,187.32,6000,6.75,767,1
1838,5000,15.65,60,11,120.67,5000,2.88,732,1
1839,10000,10.38,36,14,321.22,9900,21.89,727,0
1840,12000,15.65,36,3,419.84,12000,11.94,712,0
1841,9000,11.89,36,6,50.58,1525,8.12,677,0
1842,1400,10.59,36,14,45.57,1400,14.64,707,1
1843,10000,8.38,36,12,315.12,10000,4.2,737,1
1844,15200,14.26,36,1,521.45,15200,17.19,702,0
1845,25000,12.18,36,12,832.5,25000,12.36,737,0
1846,24000,11.46,36,1,467.99,14200,15.83,727,1
1847,5500,14.74,36,2,189.96,5500,14.35,667,1
1848,13000,15.33,36,1,452.77,13000,8.87,677,1
1849,6000,10.38,60,14,128.61,6000,13.08,757,1
1850,2400,13.98,36,14,82.01,2400,14.73,672,0
1851,3800,6.03,36,1,115.66,3800,17.47,752,1
1852,4500,10.74,36,14,146.78,4500,21.7,702,1
1853,7000,7.68,36,5,218.34,7000,23.21,777,0
1854,7500,11.59,36,1,158.5,4800,20.45,707,1
1855,15000,13.47,36,5,508.84,15000,14.34,712,1
1856,4975,10.37,36,1,161.4,4975,23.16,677,1
1857,12000,15.99,60,1,291.76,12000,17.48,687,1
1858,4000,10.74,36,1,130.47,4000,14.72,707,1
1859,1200,6.54,36,4,36.81,1200,9.5,737,1
1860,8000,15.99,36,2,281.22,8000,9.23,667,1
1861,10000,15.05,36,1,346.92,10000,11.92,667,0
1862,5000,18.3,60,1,127.79,5000,12.35,667,1
1863,3500,12.18,36,14,116.55,3500,3.44,707,0
1864,20000,10.99,36,1,654.71,20000,20.91,732,0
1865,12000,15.21,60,1,286.81,12000,6.49,712,0
1866,22000,6.54,36,2,674.68,22000,9.45,762,1
1867,6725,10.62,36,14,218.97,6725,12.48,717,1
1868,2000,13.99,36,14,68.35,2000,0.51,687,0
1869,3000,8,36,14,94.01,3000,0,737,1
1870,8500,8.9,36,6,269.91,8500,26.34,722,1
1871,11200,21.74,60,1,307.68,11200,6.3,662,0
1872,5975,12.99,36,1,201.3,5975,6.68,677,1
1873,25000,11.36,36,1,822.78,25000,17.15,727,0
1874,3000,17.51,60,11,75.39,3000,5.61,672,1
1875,24000,14.91,36,4,830.92,24000,21.94,687,1
1876,13000,16,36,1,457.05,13000,23.89,662,1
1877,5850,9.99,36,2,188.74,5850,8.86,722,1
1878,15250,18.49,36,1,555.08,15250,25.88,672,0
1879,8000,10.51,36,4,260.06,8000,11.19,757,0
1880,8000,14.61,36,7,275.81,8000,12.59,667,0
1881,3000,13.8,60,4,69.5,3000,9.18,702,0
1882,15000,12.04,36,5,498.51,15000,17.08,682,1
1883,16000,17.88,60,1,405.26,16000,23.05,692,0
1884,20000,19.22,60,1,521.24,20000,13.79,682,1
1885,10000,11.66,36,5,330.53,10000,10.74,677,0
1886,20000,20.99,60,10,540.96,20000,18.61,677,1
1887,10000,6.92,36,5,308.41,10000,14.75,782,1
1888,5000,13.99,60,1,116.32,5000,11.29,712,0
1889,6400,12.23,60,2,143.11,6400,4.74,767,0
1890,2800,10,36,11,90.35,2800,9.29,712,1
1891,11000,5.79,36,1,333.6,11000,7.36,777,1
1892,13750,8.88,36,1,436.48,13750,24.63,717,1
1893,18000,8.49,36,10,568.14,18000,24.16,752,1
1894,4800,12.21,36,10,159.92,4800,11.94,712,1
1895,9000,18.39,36,1,327.14,9000,18.23,672,0
1896,2200,7.88,36,3,68.82,2200,1.2,772,1
1897,9600,11.49,60,5,211.09,9600,0.72,792,1
1898,24000,10.99,36,1,608.86,18600,9.86,717,1
1899,17000,12.42,36,1,568.06,17000,17.91,722,1
1900,35000,19.74,60,2,922.23,35000,11.02,682,0
1901,16400,11.03,36,1,537.15,16400,4.42,712,0
1902,7000,6.62,36,1,214.93,7000,4.84,747,1
1903,2000,13.23,60,11,45.75,2000,1.69,737,1
1904,19000,11.12,60,1,414.25,19000,11.3,762,0
1905,12000,11.58,36,3,396.17,12000,10.99,732,0
1906,12000,9.91,60,1,204.61,9650,17.45,757,0
1907,8000,13.92,36,5,273.1,8000,20.16,697,0
1908,12000,13.11,36,1,404.94,12000,13.55,687,1
1909,12250,17.27,36,10,438.4,12250,19.57,667,1
1910,20000,13.22,36,1,676.02,20000,10.44,712,1
1911,8400,15.21,36,1,292.06,8400,19.86,667,0
1912,14400,13.99,60,1,334.99,14400,9.36,722,0
1913,7200,9.62,36,7,231.05,7200,4.79,707,1
1914,7200,16.32,60,4,176.32,7200,12.67,707,0
1915,4500,6.62,36,4,138.17,4500,1.54,782,1
1916,6000,15.81,36,14,210.38,6000,25.02,667,0
1917,14000,15.88,36,5,491.37,14000,20.67,662,1
1918,5875,14.11,36,12,201.1,5875,0.56,682,1
1919,2300,17.58,36,2,82.67,2300,5.93,662,1
1920,10300,16.29,36,1,363.6,10300,12.86,672,0
1921,14000,8.9,36,1,444.55,14000,12.9,722,0
1922,20000,17.49,60,2,502.34,20000,24.64,697,1
1923,18000,16.02,60,2,437.92,18000,23.76,687,0
1924,5000,6.76,36,14,153.85,5000,8.21,802,1
1925,2200,12.69,60,4,49.71,2200,23.77,712,1
1926,24250,14.96,36,1,840.15,24250,12.19,702,1
1927,10000,10.37,36,14,324.42,10000,4.19,707,0
1928,10000,6.62,36,8,307.04,10000,20.65,797,1
1929,17000,12.87,36,1,571.77,17000,17.22,712,1
1930,35000,14.09,60,5,816.03,35000,0.84,822,1
1931,8100,6.62,36,10,248.7,8100,11.03,752,0
1932,16000,12.67,36,1,536.57,16000,10.13,677,0
1933,8000,11.99,36,1,265.68,8000,24.9,692,0
1934,35000,21.97,60,11,966.07,35000,17.05,692,0
1935,7675,13.87,36,2,118.55,3475,24.51,687,0
1936,12000,18.79,60,5,309.91,12000,7.43,682,0
1937,17500,13.85,36,3,596.82,17500,22.18,697,0
1938,35000,17.51,60,5,879.47,35000,13.38,757,0
1939,16000,11.99,36,1,531.36,16000,7.17,697,0
1940,12000,11.11,36,7,393.5,12000,0.77,732,0
1941,8000,13.49,60,1,184.04,8000,16.07,697,0
1942,25000,14.18,36,7,856.63,25000,22.45,707,0
1943,10000,13.72,36,1,340.42,10000,6.78,667,1
1944,14000,18.25,60,1,357.42,14000,18.93,672,0
1945,18200,14.26,36,1,624.37,18200,15.65,682,1
1946,6000,13.92,36,1,204.83,6000,15.64,672,1
1947,1925,14.35,36,1,66.12,1925,16.98,667,0
1948,23000,14.84,36,1,795.51,23000,19.29,697,0
1949,12000,11.58,36,1,396.17,12000,13.89,722,0
1950,1050,14.72,36,1,36.26,1050,14.77,677,1
1951,9500,7.62,36,14,296.04,9500,21.18,742,1
